community,soil_well_location,plate_unique,plate_id,plate_well,rfu
,,plate_5,RFP_3_plate_1,D11,3.45
,,plate_5,RFP_3_plate_1,D12,3.464
,,plate_5,RFP_3_plate_1,E1,24.785
,,plate_5,RFP_3_plate_1,E2,26.216
,,plate_5,RFP_3_plate_1,E3,9.718
,,plate_5,RFP_3_plate_1,E4,239.308
,,plate_5,RFP_3_plate_1,E5,186.618
,,plate_5,RFP_3_plate_1,E6,209.495
,,plate_5,RFP_3_plate_1,E7,287.836
,,plate_5,RFP_3_plate_1,E8,413.091
,,plate_5,RFP_3_plate_1,E9,3.66
,,plate_5,RFP_3_plate_1,E10,3.305
,,plate_5,RFP_3_plate_1,E11,3.554
,,plate_5,RFP_3_plate_1,E12,3.405
,,plate_5,RFP_3_plate_1,F1,27.576
,,plate_5,RFP_3_plate_1,F2,21.342
,,plate_5,RFP_3_plate_1,F3,10.688
,,plate_5,RFP_3_plate_1,F4,353.927
,,plate_5,RFP_3_plate_1,F5,169.264
,,plate_5,RFP_3_plate_1,F6,188.519
,,plate_5,RFP_3_plate_1,F7,221.39
,,plate_5,RFP_3_plate_1,F8,4.356
,,plate_5,RFP_3_plate_1,F9,3.545
,,plate_5,RFP_3_plate_1,F10,3.838
,,plate_5,RFP_3_plate_1,F11,3.295
,,plate_5,RFP_3_plate_1,F12,3.777
,,plate_5,RFP_3_plate_1,G1,28.086
,,plate_5,RFP_3_plate_1,G2,26.71
,,plate_5,RFP_3_plate_1,G3,9.607
,,plate_5,RFP_3_plate_1,G4,369.039
,,plate_5,RFP_3_plate_1,G5,209.57
,,plate_5,RFP_3_plate_1,G6,319.314
,,plate_5,RFP_3_plate_1,G7,307.313
,,plate_5,RFP_3_plate_1,G8,435.03
,,plate_5,RFP_3_plate_1,G9,3.737
,,plate_5,RFP_3_plate_1,G10,3.381
,,plate_5,RFP_3_plate_1,G11,3.245
,,plate_5,RFP_3_plate_1,G12,4.081
,,plate_5,RFP_3_plate_1,H1,17.326
,,plate_5,RFP_3_plate_1,H2,32.423
,,plate_5,RFP_3_plate_1,H3,9.909
,,plate_5,RFP_3_plate_1,H4,374.678
,,plate_5,RFP_3_plate_1,H5,194.747
,,plate_5,RFP_3_plate_1,H6,228.602
,,plate_5,RFP_3_plate_1,H7,292.858
,,plate_5,RFP_3_plate_1,H8,323.76
,,plate_5,RFP_3_plate_1,H9,3.707
,,plate_5,RFP_3_plate_1,H10,410.413
,,plate_5,RFP_3_plate_1,H11,3.08
,,plate_5,RFP_3_plate_1,H12,3.918
C6,C1,plate_6,RFP_1_plate_1_shaking,A1,26.963
,,plate_6,RFP_1_plate_1_shaking,A2,12.687
,,plate_6,RFP_1_plate_1_shaking,A3,7.441
,,plate_6,RFP_1_plate_1_shaking,A4,8.175
,,plate_6,RFP_1_plate_1_shaking,A5,9.342
,,plate_6,RFP_1_plate_1_shaking,A6,8.619
,,plate_6,RFP_1_plate_1_shaking,A7,8.262
,,plate_6,RFP_1_plate_1_shaking,A8,8.281
,,plate_6,RFP_1_plate_1_shaking,A9,26.296
,,plate_6,RFP_1_plate_1_shaking,A10,4.096
,,plate_6,RFP_1_plate_1_shaking,A11,3.675
,,plate_6,RFP_1_plate_1_shaking,A12,3.579
,,plate_6,RFP_1_plate_1_shaking,B1,29.612
,,plate_6,RFP_1_plate_1_shaking,B2,11.72
,,plate_6,RFP_1_plate_1_shaking,B3,6.391
,,plate_6,RFP_1_plate_1_shaking,B4,8.03
,,plate_6,RFP_1_plate_1_shaking,B5,7.993
,,plate_6,RFP_1_plate_1_shaking,B6,7.569
,,plate_6,RFP_1_plate_1_shaking,B7,7.194
,,plate_6,RFP_1_plate_1_shaking,B8,3.473
,,plate_6,RFP_1_plate_1_shaking,B9,3.749
,,plate_6,RFP_1_plate_1_shaking,B10,2.892
,,plate_6,RFP_1_plate_1_shaking,B11,3.35
,,plate_6,RFP_1_plate_1_shaking,B12,3.329
,,plate_6,RFP_1_plate_1_shaking,C1,27.716
,,plate_6,RFP_1_plate_1_shaking,C2,9.804
,,plate_6,RFP_1_plate_1_shaking,C3,6.114
,,plate_6,RFP_1_plate_1_shaking,C4,8.362
,,plate_6,RFP_1_plate_1_shaking,C5,8.041
,,plate_6,RFP_1_plate_1_shaking,C6,7.958
,,plate_6,RFP_1_plate_1_shaking,C7,7.003
,,plate_6,RFP_1_plate_1_shaking,C8,3.632
,,plate_6,RFP_1_plate_1_shaking,C9,15.47
,,plate_6,RFP_1_plate_1_shaking,C10,3.41
,,plate_6,RFP_1_plate_1_shaking,C11,3.575
,,plate_6,RFP_1_plate_1_shaking,C12,3.999
,,plate_6,RFP_1_plate_1_shaking,D1,27.57
,,plate_6,RFP_1_plate_1_shaking,D2,11.96
,,plate_6,RFP_1_plate_1_shaking,D3,6.41
,,plate_6,RFP_1_plate_1_shaking,D4,7.682
,,plate_6,RFP_1_plate_1_shaking,D5,8.186
,,plate_6,RFP_1_plate_1_shaking,D6,7.936
,,plate_6,RFP_1_plate_1_shaking,D7,7.567
,,plate_6,RFP_1_plate_1_shaking,D8,7.673
,,plate_6,RFP_1_plate_1_shaking,D9,3.79
,,plate_6,RFP_1_plate_1_shaking,D10,3.293
,,plate_6,RFP_1_plate_1_shaking,D11,2.758
,,plate_6,RFP_1_plate_1_shaking,D12,3.718
,,plate_6,RFP_1_plate_1_shaking,E1,28.887
,,plate_6,RFP_1_plate_1_shaking,E2,11.547
,,plate_6,RFP_1_plate_1_shaking,E3,6.827
,,plate_6,RFP_1_plate_1_shaking,E4,8.094
,,plate_6,RFP_1_plate_1_shaking,E5,7.703
,,plate_6,RFP_1_plate_1_shaking,E6,7.007
,,plate_6,RFP_1_plate_1_shaking,E7,6.709
,,plate_6,RFP_1_plate_1_shaking,E8,7.823
,,plate_6,RFP_1_plate_1_shaking,E9,3.375
,,plate_6,RFP_1_plate_1_shaking,E10,6.463
,,plate_6,RFP_1_plate_1_shaking,E11,3.248
,,plate_6,RFP_1_plate_1_shaking,E12,3.858
,,plate_6,RFP_1_plate_1_shaking,F1,26.918
,,plate_6,RFP_1_plate_1_shaking,F2,17.889
,,plate_6,RFP_1_plate_1_shaking,F3,7.3
,,plate_6,RFP_1_plate_1_shaking,F4,6.917
,,plate_6,RFP_1_plate_1_shaking,F5,8.431
,,plate_6,RFP_1_plate_1_shaking,F6,7.361
,,plate_6,RFP_1_plate_1_shaking,F7,7.533
,,plate_6,RFP_1_plate_1_shaking,F8,7.543
,,plate_6,RFP_1_plate_1_shaking,F9,3.186
,,plate_6,RFP_1_plate_1_shaking,F10,3.521
,,plate_6,RFP_1_plate_1_shaking,F11,2.946
,,plate_6,RFP_1_plate_1_shaking,F12,3.61
,,plate_6,RFP_1_plate_1_shaking,G1,25.872
,,plate_6,RFP_1_plate_1_shaking,G2,20.867
,,plate_6,RFP_1_plate_1_shaking,G3,7.399
,,plate_6,RFP_1_plate_1_shaking,G4,7.302
,,plate_6,RFP_1_plate_1_shaking,G5,8.121
,,plate_6,RFP_1_plate_1_shaking,G6,7.466
,,plate_6,RFP_1_plate_1_shaking,G7,8.162
,,plate_6,RFP_1_plate_1_shaking,G8,7.412
,,plate_6,RFP_1_plate_1_shaking,G9,6.742
,,plate_6,RFP_1_plate_1_shaking,G10,3.606
,,plate_6,RFP_1_plate_1_shaking,G11,3.493
,,plate_6,RFP_1_plate_1_shaking,G12,3.893
,,plate_6,RFP_1_plate_1_shaking,H1,20.33
,,plate_6,RFP_1_plate_1_shaking,H2,21.233
,,plate_6,RFP_1_plate_1_shaking,H3,8.212
,,plate_6,RFP_1_plate_1_shaking,H4,7.976
,,plate_6,RFP_1_plate_1_shaking,H5,8.299
,,plate_6,RFP_1_plate_1_shaking,H6,8.512
,,plate_6,RFP_1_plate_1_shaking,H7,7.771
,,plate_6,RFP_1_plate_1_shaking,H8,8.103
,,plate_6,RFP_1_plate_1_shaking,H9,7.568
,,plate_6,RFP_1_plate_1_shaking,H10,3.555
,,plate_6,RFP_1_plate_1_shaking,H11,3.473
,,plate_6,RFP_1_plate_1_shaking,H12,3.151
C6,C2,plate_7,RFP_2_plate_1,A1,25.717
,,plate_7,RFP_2_plate_1,A2,14.733
,,plate_7,RFP_2_plate_1,A3,7.974
,,plate_7,RFP_2_plate_1,A4,8.987
,,plate_7,RFP_2_plate_1,A5,9.107
,,plate_7,RFP_2_plate_1,A6,9.205
,,plate_7,RFP_2_plate_1,A7,7.622
,,plate_7,RFP_2_plate_1,A8,8.212
,,plate_7,RFP_2_plate_1,A9,3.323
,,plate_7,RFP_2_plate_1,A10,3.065
,,plate_7,RFP_2_plate_1,A11,3.28
,,plate_7,RFP_2_plate_1,A12,3.542
,,plate_7,RFP_2_plate_1,B1,29.138
,,plate_7,RFP_2_plate_1,B2,12.576
,,plate_7,RFP_2_plate_1,B3,7.065
,,plate_7,RFP_2_plate_1,B4,7.934
,,plate_7,RFP_2_plate_1,B5,8.919
,,plate_7,RFP_2_plate_1,B6,8.062
,,plate_7,RFP_2_plate_1,B7,7.817
,,plate_7,RFP_2_plate_1,B8,7.041
,,plate_7,RFP_2_plate_1,B9,3.087
,,plate_7,RFP_2_plate_1,B10,3.382
,,plate_7,RFP_2_plate_1,B11,3.556
,,plate_7,RFP_2_plate_1,B12,3.66
,,plate_7,RFP_2_plate_1,C1,26.431
,,plate_7,RFP_2_plate_1,C2,11.971
,,plate_7,RFP_2_plate_1,C3,7.149
,,plate_7,RFP_2_plate_1,C4,7.804
,,plate_7,RFP_2_plate_1,C5,8.233
,,plate_7,RFP_2_plate_1,C6,8.761
,,plate_7,RFP_2_plate_1,C7,8.335
,,plate_7,RFP_2_plate_1,C8,7.465
,,plate_7,RFP_2_plate_1,C9,6.573
,,plate_7,RFP_2_plate_1,C10,3.257
,,plate_7,RFP_2_plate_1,C11,3.743
,,plate_7,RFP_2_plate_1,C12,3.623
,,plate_7,RFP_2_plate_1,D1,25.758
,,plate_7,RFP_2_plate_1,D2,14.336
,,plate_7,RFP_2_plate_1,D3,6.721
,,plate_7,RFP_2_plate_1,D4,7.451
,,plate_7,RFP_2_plate_1,D5,8.29
,,plate_7,RFP_2_plate_1,D6,8.431
,,plate_7,RFP_2_plate_1,D7,7.907
,,plate_7,RFP_2_plate_1,D8,7.335
,,plate_7,RFP_2_plate_1,D9,6.658
,,plate_7,RFP_2_plate_1,D10,3.428
,,plate_7,RFP_2_plate_1,D11,3.556
,,plate_7,RFP_2_plate_1,D12,3.562
,,plate_7,RFP_2_plate_1,E1,27.397
,,plate_7,RFP_2_plate_1,E2,18.84
,,plate_7,RFP_2_plate_1,E3,7.288
,,plate_7,RFP_2_plate_1,E4,7.397
,,plate_7,RFP_2_plate_1,E5,9.135
,,plate_7,RFP_2_plate_1,E6,7.948
,,plate_7,RFP_2_plate_1,E7,8.054
,,plate_7,RFP_2_plate_1,E8,7.309
,,plate_7,RFP_2_plate_1,E9,3.346
,,plate_7,RFP_2_plate_1,E10,3.304
,,plate_7,RFP_2_plate_1,E11,3.331
,,plate_7,RFP_2_plate_1,E12,4.052
,,plate_7,RFP_2_plate_1,F1,25.158
,,plate_7,RFP_2_plate_1,F2,17.729
,,plate_7,RFP_2_plate_1,F3,8.333
,,plate_7,RFP_2_plate_1,F4,7.251
,,plate_7,RFP_2_plate_1,F5,8.477
,,plate_7,RFP_2_plate_1,F6,8.354
,,plate_7,RFP_2_plate_1,F7,8.047
,,plate_7,RFP_2_plate_1,F8,7.323
,,plate_7,RFP_2_plate_1,F9,3.465
,,plate_7,RFP_2_plate_1,F10,3.578
,,plate_7,RFP_2_plate_1,F11,3.378
,,plate_7,RFP_2_plate_1,F12,3.891
,,plate_7,RFP_2_plate_1,G1,23.899
,,plate_7,RFP_2_plate_1,G2,18.213
,,plate_7,RFP_2_plate_1,G3,7.966
,,plate_7,RFP_2_plate_1,G4,7.247
,,plate_7,RFP_2_plate_1,G5,8.702
,,plate_7,RFP_2_plate_1,G6,7.976
,,plate_7,RFP_2_plate_1,G7,7.267
,,plate_7,RFP_2_plate_1,G8,7.691
,,plate_7,RFP_2_plate_1,G9,7.368
,,plate_7,RFP_2_plate_1,G10,3.428
,,plate_7,RFP_2_plate_1,G11,3.492
,,plate_7,RFP_2_plate_1,G12,3.366
,,plate_7,RFP_2_plate_1,H1,23.16
,,plate_7,RFP_2_plate_1,H2,27.964
,,plate_7,RFP_2_plate_1,H3,8.398
,,plate_7,RFP_2_plate_1,H4,7.937
,,plate_7,RFP_2_plate_1,H5,9.261
,,plate_7,RFP_2_plate_1,H6,8.06
,,plate_7,RFP_2_plate_1,H7,7.603
,,plate_7,RFP_2_plate_1,H8,7.392
,,plate_7,RFP_2_plate_1,H9,2.876
,,plate_7,RFP_2_plate_1,H10,3.381
,,plate_7,RFP_2_plate_1,H11,2.868
,,plate_7,RFP_2_plate_1,H12,3.646
C6,C3,plate_8,RFP_3_plate_1,A1,26.048
,,plate_8,RFP_3_plate_1,A2,19.719
,,plate_8,RFP_3_plate_1,A3,9.182
,,plate_8,RFP_3_plate_1,A4,8.926
,,plate_8,RFP_3_plate_1,A5,9.13
,,plate_8,RFP_3_plate_1,A6,9.044
,,plate_8,RFP_3_plate_1,A7,7.581
,,plate_8,RFP_3_plate_1,A8,8.953
,,plate_8,RFP_3_plate_1,A9,7.578
,,plate_8,RFP_3_plate_1,A10,3.391
,,plate_8,RFP_3_plate_1,A11,3.334
,,plate_8,RFP_3_plate_1,A12,4.02
,,plate_8,RFP_3_plate_1,B1,27.583
,,plate_8,RFP_3_plate_1,B2,16.232
,,plate_8,RFP_3_plate_1,B3,7.938
,,plate_8,RFP_3_plate_1,B4,8.234
,,plate_8,RFP_3_plate_1,B5,8.993
,,plate_8,RFP_3_plate_1,B6,8.45
,,plate_8,RFP_3_plate_1,B7,7.528
,,plate_8,RFP_3_plate_1,B8,7.41
,,plate_8,RFP_3_plate_1,B9,3.649
,,plate_8,RFP_3_plate_1,B10,3.393
,,plate_8,RFP_3_plate_1,B11,3.257
,,plate_8,RFP_3_plate_1,B12,3.631
,,plate_8,RFP_3_plate_1,C1,28.252
,,plate_8,RFP_3_plate_1,C2,19.279
,,plate_8,RFP_3_plate_1,C3,8.462
,,plate_8,RFP_3_plate_1,C4,8.162
,,plate_8,RFP_3_plate_1,C5,9.281
,,plate_8,RFP_3_plate_1,C6,8.394
,,plate_8,RFP_3_plate_1,C7,7.224
,,plate_8,RFP_3_plate_1,C8,7.789
,,plate_8,RFP_3_plate_1,C9,6.622
,,plate_8,RFP_3_plate_1,C10,3.344
,,plate_8,RFP_3_plate_1,C11,2.963
,,plate_8,RFP_3_plate_1,C12,3.691
,,plate_8,RFP_3_plate_1,D1,26.548
,,plate_8,RFP_3_plate_1,D2,24.897
,,plate_8,RFP_3_plate_1,D3,8.441
,,plate_8,RFP_3_plate_1,D4,7.741
,,plate_8,RFP_3_plate_1,D5,9.246
,,plate_8,RFP_3_plate_1,D6,7.783
,,plate_8,RFP_3_plate_1,D7,6.835
,,plate_8,RFP_3_plate_1,D8,7.351
,,plate_8,RFP_3_plate_1,D9,3.396
,,plate_8,RFP_3_plate_1,D10,4.17
,,plate_8,RFP_3_plate_1,D11,3.421
,,plate_8,RFP_3_plate_1,D12,3.826
,,plate_8,RFP_3_plate_1,E1,28.872
,,plate_8,RFP_3_plate_1,E2,20.791
,,plate_8,RFP_3_plate_1,E3,8.675
,,plate_8,RFP_3_plate_1,E4,8.002
,,plate_8,RFP_3_plate_1,E5,9.177
,,plate_8,RFP_3_plate_1,E6,7.826
,,plate_8,RFP_3_plate_1,E7,7.405
,,plate_8,RFP_3_plate_1,E8,7.398
,,plate_8,RFP_3_plate_1,E9,6.741
,,plate_8,RFP_3_plate_1,E10,3.22
,,plate_8,RFP_3_plate_1,E11,3.494
,,plate_8,RFP_3_plate_1,E12,3.343
,,plate_8,RFP_3_plate_1,F1,26.515
,,plate_8,RFP_3_plate_1,F2,25.462
,,plate_8,RFP_3_plate_1,F3,9.423
,,plate_8,RFP_3_plate_1,F4,7.794
,,plate_8,RFP_3_plate_1,F5,8.666
,,plate_8,RFP_3_plate_1,F6,8.172
,,plate_8,RFP_3_plate_1,F7,8.089
,,plate_8,RFP_3_plate_1,F8,7.382
,,plate_8,RFP_3_plate_1,F9,3.494
,,plate_8,RFP_3_plate_1,F10,3.523
,,plate_8,RFP_3_plate_1,F11,3.351
,,plate_8,RFP_3_plate_1,F12,4.255
,,plate_8,RFP_3_plate_1,G1,25.997
,,plate_8,RFP_3_plate_1,G2,24.796
,,plate_8,RFP_3_plate_1,G3,9.574
,,plate_8,RFP_3_plate_1,G4,7.681
,,plate_8,RFP_3_plate_1,G5,9.178
,,plate_8,RFP_3_plate_1,G6,9.151
,,plate_8,RFP_3_plate_1,G7,7.659
,,plate_8,RFP_3_plate_1,G8,7.802
,,plate_8,RFP_3_plate_1,G9,4.067
,,plate_8,RFP_3_plate_1,G10,3.918
,,plate_8,RFP_3_plate_1,G11,3.48
,,plate_8,RFP_3_plate_1,G12,4.088
,,plate_8,RFP_3_plate_1,H1,20.716
,,plate_8,RFP_3_plate_1,H2,26.664
,,plate_8,RFP_3_plate_1,H3,10.563
,,plate_8,RFP_3_plate_1,H4,8.531
,,plate_8,RFP_3_plate_1,H5,8.668
,,plate_8,RFP_3_plate_1,H6,9.289
,,plate_8,RFP_3_plate_1,H7,7.088
,,plate_8,RFP_3_plate_1,H8,8.462
,,plate_8,RFP_3_plate_1,H9,7.855
,,plate_8,RFP_3_plate_1,H10,3.425
,,plate_8,RFP_3_plate_1,H11,3.651
,,plate_8,RFP_3_plate_1,H12,3.154
rfp-Rs5,D1,plate_9,RFP_1_plate_1_shaking,A1,28.054
,,plate_9,RFP_1_plate_1_shaking,A2,73.159
,,plate_9,RFP_1_plate_1_shaking,A3,112.456
,,plate_9,RFP_1_plate_1_shaking,A4,137.493
,,plate_9,RFP_1_plate_1_shaking,A5,132.324
,,plate_9,RFP_1_plate_1_shaking,A6,193.348
,,plate_9,RFP_1_plate_1_shaking,A7,335.724
,,plate_9,RFP_1_plate_1_shaking,A8,286.69
,,plate_9,RFP_1_plate_1_shaking,A9,212.283
,,plate_9,RFP_1_plate_1_shaking,A10,3.68
,,plate_9,RFP_1_plate_1_shaking,A11,3.596
,,plate_9,RFP_1_plate_1_shaking,A12,3.833
,,plate_9,RFP_1_plate_1_shaking,B1,29.985
,,plate_9,RFP_1_plate_1_shaking,B2,76.207
,,plate_9,RFP_1_plate_1_shaking,B3,105.074
,,plate_9,RFP_1_plate_1_shaking,B4,123.179
,,plate_9,RFP_1_plate_1_shaking,B5,136.627
,,plate_9,RFP_1_plate_1_shaking,B6,358.997
,,plate_9,RFP_1_plate_1_shaking,B7,301.089
,,plate_9,RFP_1_plate_1_shaking,B8,260.091
,,plate_9,RFP_1_plate_1_shaking,B9,3.375
,,plate_9,RFP_1_plate_1_shaking,B10,3.218
,,plate_9,RFP_1_plate_1_shaking,B11,3.419
,,plate_9,RFP_1_plate_1_shaking,B12,4.437
,,plate_9,RFP_1_plate_1_shaking,C1,29.332
,,plate_9,RFP_1_plate_1_shaking,C2,78.8
,,plate_9,RFP_1_plate_1_shaking,C3,102.401
,,plate_9,RFP_1_plate_1_shaking,C4,127.929
,,plate_9,RFP_1_plate_1_shaking,C5,163.158
,,plate_9,RFP_1_plate_1_shaking,C6,322.024
,,plate_9,RFP_1_plate_1_shaking,C7,290.578
,,plate_9,RFP_1_plate_1_shaking,C8,227.468
,,plate_9,RFP_1_plate_1_shaking,C9,228.705
,,plate_9,RFP_1_plate_1_shaking,C10,3.058
,,plate_9,RFP_1_plate_1_shaking,C11,3.418
,,plate_9,RFP_1_plate_1_shaking,C12,4.168
,,plate_9,RFP_1_plate_1_shaking,D1,28.923
,,plate_9,RFP_1_plate_1_shaking,D2,81.404
,,plate_9,RFP_1_plate_1_shaking,D3,97.506
,,plate_9,RFP_1_plate_1_shaking,D4,127.438
,,plate_9,RFP_1_plate_1_shaking,D5,143.953
,,plate_9,RFP_1_plate_1_shaking,D6,319.041
,,plate_9,RFP_1_plate_1_shaking,D7,292.547
,,plate_9,RFP_1_plate_1_shaking,D8,257.126
,,plate_9,RFP_1_plate_1_shaking,D9,159.729
,,plate_9,RFP_1_plate_1_shaking,D10,3.43
,,plate_9,RFP_1_plate_1_shaking,D11,3.256
,,plate_9,RFP_1_plate_1_shaking,D12,3.616
,,plate_9,RFP_1_plate_1_shaking,E1,26.607
,,plate_9,RFP_1_plate_1_shaking,E2,83.13
,,plate_9,RFP_1_plate_1_shaking,E3,103.032
,,plate_9,RFP_1_plate_1_shaking,E4,116.386
,,plate_9,RFP_1_plate_1_shaking,E5,125.26
,,plate_9,RFP_1_plate_1_shaking,E6,107
,,plate_9,RFP_1_plate_1_shaking,E7,287.59
,,plate_9,RFP_1_plate_1_shaking,E8,246.952
,,plate_9,RFP_1_plate_1_shaking,E9,226.307
,,plate_9,RFP_1_plate_1_shaking,E10,3.637
,,plate_9,RFP_1_plate_1_shaking,E11,3.162
,,plate_9,RFP_1_plate_1_shaking,E12,3.684
,,plate_9,RFP_1_plate_1_shaking,F1,26.003
,,plate_9,RFP_1_plate_1_shaking,F2,88.67
,,plate_9,RFP_1_plate_1_shaking,F3,107.234
,,plate_9,RFP_1_plate_1_shaking,F4,110.767
,,plate_9,RFP_1_plate_1_shaking,F5,139.356
,,plate_9,RFP_1_plate_1_shaking,F6,333.875
,,plate_9,RFP_1_plate_1_shaking,F7,309.453
,,plate_9,RFP_1_plate_1_shaking,F8,268.452
,,plate_9,RFP_1_plate_1_shaking,F9,244.503
,,plate_9,RFP_1_plate_1_shaking,F10,241.09
,,plate_9,RFP_1_plate_1_shaking,F11,3.566
,,plate_9,RFP_1_plate_1_shaking,F12,3.899
,,plate_9,RFP_1_plate_1_shaking,G1,25.097
,,plate_9,RFP_1_plate_1_shaking,G2,88.69
,,plate_9,RFP_1_plate_1_shaking,G3,98.963
,,plate_9,RFP_1_plate_1_shaking,G4,101.839
,,plate_9,RFP_1_plate_1_shaking,G5,143.295
,,plate_9,RFP_1_plate_1_shaking,G6,83.155
,,plate_9,RFP_1_plate_1_shaking,G7,313.87
,,plate_9,RFP_1_plate_1_shaking,G8,246.889
,,plate_9,RFP_1_plate_1_shaking,G9,256.99
,,plate_9,RFP_1_plate_1_shaking,G10,3.713
,,plate_9,RFP_1_plate_1_shaking,G11,3.056
,,plate_9,RFP_1_plate_1_shaking,G12,3.777
,,plate_9,RFP_1_plate_1_shaking,H1,20.883
,,plate_9,RFP_1_plate_1_shaking,H2,115.949
,,plate_9,RFP_1_plate_1_shaking,H3,108.936
,,plate_9,RFP_1_plate_1_shaking,H4,109.918
,,plate_9,RFP_1_plate_1_shaking,H5,212.549
,,plate_9,RFP_1_plate_1_shaking,H6,172.019
,,plate_9,RFP_1_plate_1_shaking,H7,345.521
,,plate_9,RFP_1_plate_1_shaking,H8,289.395
,,plate_9,RFP_1_plate_1_shaking,H9,245.385
,,plate_9,RFP_1_plate_1_shaking,H10,3.044
,,plate_9,RFP_1_plate_1_shaking,H11,3.284
,,plate_9,RFP_1_plate_1_shaking,H12,3.361
rfp-Rs5,D2,plate_10,RFP_2_plate_1,A1,22.227
,,plate_10,RFP_2_plate_1,A2,225.831
,,plate_10,RFP_2_plate_1,A3,199.18
,,plate_10,RFP_2_plate_1,A4,162.803
,,plate_10,RFP_2_plate_1,A5,113.137
,,plate_10,RFP_2_plate_1,A6,374.102
,,plate_10,RFP_2_plate_1,A7,320.749
,,plate_10,RFP_2_plate_1,A8,254.724
,,plate_10,RFP_2_plate_1,A9,229.967
,,plate_10,RFP_2_plate_1,A10,3.386
,,plate_10,RFP_2_plate_1,A11,3.403
,,plate_10,RFP_2_plate_1,A12,3.732
,,plate_10,RFP_2_plate_1,B1,28.852
,,plate_10,RFP_2_plate_1,B2,221.039
,,plate_10,RFP_2_plate_1,B3,187.191
,,plate_10,RFP_2_plate_1,B4,139.795
,,plate_10,RFP_2_plate_1,B5,152.37
,,plate_10,RFP_2_plate_1,B6,76.69
,,plate_10,RFP_2_plate_1,B7,351.303
,,plate_10,RFP_2_plate_1,B8,300.981
,,plate_10,RFP_2_plate_1,B9,271.479
,,plate_10,RFP_2_plate_1,B10,3.445
,,plate_10,RFP_2_plate_1,B11,2.903
,,plate_10,RFP_2_plate_1,B12,3.249
,,plate_10,RFP_2_plate_1,C1,28.775
,,plate_10,RFP_2_plate_1,C2,224.587
,,plate_10,RFP_2_plate_1,C3,183.232
,,plate_10,RFP_2_plate_1,C4,149.807
,,plate_10,RFP_2_plate_1,C5,174.286
,,plate_10,RFP_2_plate_1,C6,331.594
,,plate_10,RFP_2_plate_1,C7,8.631
,,plate_10,RFP_2_plate_1,C8,292.338
,,plate_10,RFP_2_plate_1,C9,211.516
,,plate_10,RFP_2_plate_1,C10,3.089
,,plate_10,RFP_2_plate_1,C11,3.644
,,plate_10,RFP_2_plate_1,C12,3.42
,,plate_10,RFP_2_plate_1,D1,28.982
,,plate_10,RFP_2_plate_1,D2,275.78
,,plate_10,RFP_2_plate_1,D3,185.135
,,plate_10,RFP_2_plate_1,D4,144.723
,,plate_10,RFP_2_plate_1,D5,127.845
,,plate_10,RFP_2_plate_1,D6,81.767
,,plate_10,RFP_2_plate_1,D7,340.635
,,plate_10,RFP_2_plate_1,D8,288.515
,,plate_10,RFP_2_plate_1,D9,273.472
,,plate_10,RFP_2_plate_1,D10,3.408
,,plate_10,RFP_2_plate_1,D11,2.926
,,plate_10,RFP_2_plate_1,D12,3.684
,,plate_10,RFP_2_plate_1,E1,30.517
,,plate_10,RFP_2_plate_1,E2,254.883
,,plate_10,RFP_2_plate_1,E3,184.338
,,plate_10,RFP_2_plate_1,E4,150.194
,,plate_10,RFP_2_plate_1,E5,127.36
,,plate_10,RFP_2_plate_1,E6,332.211
,,plate_10,RFP_2_plate_1,E7,331.926
,,plate_10,RFP_2_plate_1,E8,278.624
,,plate_10,RFP_2_plate_1,E9,230.373
,,plate_10,RFP_2_plate_1,E10,3.623
,,plate_10,RFP_2_plate_1,E11,3.131
,,plate_10,RFP_2_plate_1,E12,4.078
,,plate_10,RFP_2_plate_1,F1,30.018
,,plate_10,RFP_2_plate_1,F2,398.976
,,plate_10,RFP_2_plate_1,F3,174.736
,,plate_10,RFP_2_plate_1,F4,142.84
,,plate_10,RFP_2_plate_1,F5,122.484
,,plate_10,RFP_2_plate_1,F6,93.327
,,plate_10,RFP_2_plate_1,F7,341.538
,,plate_10,RFP_2_plate_1,F8,284.577
,,plate_10,RFP_2_plate_1,F9,229.843
,,plate_10,RFP_2_plate_1,F10,218.776
,,plate_10,RFP_2_plate_1,F11,3.275
,,plate_10,RFP_2_plate_1,F12,4.024
,,plate_10,RFP_2_plate_1,G1,25.863
,,plate_10,RFP_2_plate_1,G2,540.238
,,plate_10,RFP_2_plate_1,G3,151.61
,,plate_10,RFP_2_plate_1,G4,149.42
,,plate_10,RFP_2_plate_1,G5,125.4
,,plate_10,RFP_2_plate_1,G6,75.36
,,plate_10,RFP_2_plate_1,G7,360.802
,,plate_10,RFP_2_plate_1,G8,292.335
,,plate_10,RFP_2_plate_1,G9,257.553
,,plate_10,RFP_2_plate_1,G10,3.452
,,plate_10,RFP_2_plate_1,G11,3.907
,,plate_10,RFP_2_plate_1,G12,3.78
,,plate_10,RFP_2_plate_1,H1,21.407
,,plate_10,RFP_2_plate_1,H2,548.879
,,plate_10,RFP_2_plate_1,H3,192.643
,,plate_10,RFP_2_plate_1,H4,173.671
,,plate_10,RFP_2_plate_1,H5,132.036
,,plate_10,RFP_2_plate_1,H6,54.625
,,plate_10,RFP_2_plate_1,H7,311.699
,,plate_10,RFP_2_plate_1,H8,5.024
